Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Inan EREN POSITION,Inan EREN LAP TIME,Inan EREN ELAPSED TIME
1,6.95,6.95,3,7.17,7.17,2,7.07,7.07,4,7.48,7.48
1,9.26,16.21,3,9.27,16.44,2,9.31,16.38,4,9.74,17.22
1,9.06,25.27,4,26.24,42.68,2,9.26,25.64,3,9.84,27.06
1,9.04,34.31,4,20.49,1:03.17,2,9.02,34.66,3,9.97,37.03
1,9.36,43.669,4,13.34,1:16.504,2,9.14,43.791,3,10.38,47.404
