Maria OBORINA POSITION,Maria OBORINA LAP TIME,Maria OBORINA ELAPSED TIME,SIGHEL Arianna POSITION,SIGHEL Arianna LAP TIME,SIGHEL Arianna ELAPSED TIME,Anita NAGAY POSITION,Anita NAGAY LAP TIME,Anita NAGAY ELAPSED TIME,Miwako YAMAURA POSITION,Miwako YAMAURA LAP TIME,Miwako YAMAURA ELAPSED TIME
1,7.69,7.69,2,7.93,7.93,4,8.64,8.64,3,8.14,8.14
1,10.00,17.69,2,9.83,17.76,4,10.57,19.21,3,9.91,18.05
1,9.70,27.39,4,30.23,47.99,3,9.96,29.17,2,9.55,27.60
1,9.92,37.31,4,13.94,1:01.93,3,10.26,39.43,2,9.88,37.48
1,10.11,47.413,4,11.45,1:13.371,3,10.70,50.122,2,10.03,47.502
