QU Chunyu POSITION,QU Chunyu LAP TIME,QU Chunyu ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME
3,7.29,7.29,1,7.14,7.14,4,7.54,7.54,2,7.26,7.26,5,7.64,7.64
3,9.38,16.67,1,9.21,16.35,4,9.23,16.77,2,9.19,16.45,5,9.30,16.94
3,8.76,25.43,1,8.79,25.14,4,8.78,25.55,2,8.83,25.28,5,8.75,25.69
3,8.86,34.29,1,8.98,34.12,4,8.86,34.41,2,8.95,34.23,5,8.85,34.54
0,9.21,43.50,1,9.28,43.40,5,9.39,43.801,0,9.26,43.49,4,9.16,43.70
