Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Stephane PERIER POSITION,Stephane PERIER LAP TIME,Stephane PERIER ELAPSED TIME,Robert BECKER POSITION,Robert BECKER LAP TIME,Robert BECKER ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME
1,6.53,6.53,2,6.66,6.66,3,6.91,6.91,4,7.02,7.02
1,9.05,15.58,2,9.09,15.75,3,9.19,16.11,4,9.23,16.26
1,8.62,24.21,2,8.96,24.72,3,8.81,24.92,4,8.77,25.03
1,8.91,33.13,2,8.92,33.64,3,8.72,33.65,4,8.97,34.01
1,9.45,42.577,2,9.22,42.852,3,9.24,42.888,4,9.16,43.166
