Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME
2,12.58,12.58,1,12.46,12.46,5,13.15,13.15,3,12.69,12.69,4,12.83,12.83
3,9.70,22.28,1,9.72,22.18,5,9.50,22.65,4,9.74,22.43,2,9.45,22.28
3,9.42,31.70,2,9.36,31.54,5,9.31,31.96,4,9.36,31.79,1,9.24,31.52
3,9.65,41.35,2,9.69,41.23,5,9.57,41.53,1,9.37,41.16,4,9.86,41.38
3,9.44,50.79,2,9.44,50.67,5,9.66,51.19,1,9.39,50.55,4,9.60,50.98
3,9.38,1:00.17,2,9.15,59.82,5,9.47,1:00.66,1,9.20,59.75,4,9.33,1:00.31
3,9.56,1:09.73,2,9.21,1:09.03,5,9.64,1:10.30,1,9.17,1:08.92,4,9.58,1:09.89
3,9.95,1:19.68,2,9.42,1:18.45,5,9.96,1:20.26,1,9.38,1:18.30,4,9.92,1:19.81
3,10.45,1:30.121,2,9.75,1:28.197,5,10.39,1:30.641,1,9.75,1:28.049,4,10.45,1:30.252
