CHARLES Alyson POSITION,CHARLES Alyson LAP TIME,CHARLES Alyson ELAPSED TIME,Yulia SHISHKINA POSITION,Yulia SHISHKINA LAP TIME,Yulia SHISHKINA ELAPSED TIME,SONG Yang POSITION,SONG Yang LAP TIME,SONG Yang ELAPSED TIME,Avalon AARDOOM POSITION,Avalon AARDOOM LAP TIME,Avalon AARDOOM ELAPSED TIME,Gloria CONFORTOLA POSITION,Gloria CONFORTOLA LAP TIME,Gloria CONFORTOLA ELAPSED TIME
1,7.41,7.41,2,7.63,7.63,3,7.69,7.69,4,7.83,7.83,5,8.09,8.09
1,9.53,16.94,2,9.39,17.02,3,9.44,17.13,4,9.57,17.40,5,9.94,18.03
1,8.98,25.92,2,8.98,26.00,3,8.96,26.09,4,9.10,26.50,5,9.47,27.50
1,9.11,35.03,2,9.12,35.12,3,9.04,35.13,4,9.17,35.67,5,9.59,37.09
1,9.37,44.40,5,32.61,1:07.697,2,9.83,44.96,3,9.40,45.07,4,9.98,47.060
