Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME,Katalin KRISTO POSITION,Katalin KRISTO LAP TIME,Katalin KRISTO ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME
2,13.77,13.77,3,13.87,13.87,4,13.96,13.96,1,13.66,13.66
3,10.74,24.51,2,10.63,24.50,4,10.74,24.70,1,10.74,24.40
2,10.35,34.86,3,10.37,34.87,4,10.34,35.04,1,10.40,34.80
2,9.95,44.81,3,10.06,44.93,4,10.07,45.11,1,9.94,44.74
1,9.50,54.31,3,9.66,54.59,4,9.73,54.84,2,9.78,54.52
1,9.57,1:03.88,4,25.17,1:19.76,3,9.85,1:04.69,2,9.56,1:04.08
1,9.79,1:13.67,4,22.60,1:42.36,3,10.39,1:15.08,2,9.69,1:13.77
1,9.94,1:23.61,4,25.60,2:07.96,3,10.87,1:25.95,2,9.94,1:23.71
1,10.25,1:33.857,0,,notime,3,11.16,1:37.106,2,10.22,1:33.923
