Tereza PFEIFEROVA POSITION,Tereza PFEIFEROVA LAP TIME,Tereza PFEIFEROVA ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,JACOBS Gina POSITION,JACOBS Gina LAP TIME,JACOBS Gina ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME
4,7.78,7.78,1,7.22,7.22,3,7.49,7.49,5,8.03,8.03,2,7.34,7.34
4,9.65,17.43,1,9.24,16.46,3,9.27,16.76,5,9.75,17.78,2,9.22,16.56
4,9.17,26.60,1,9.00,25.46,3,8.92,25.68,5,9.16,26.94,2,8.97,25.53
4,9.28,35.88,2,9.18,34.64,3,9.08,34.76,5,9.33,36.27,1,8.98,34.51
4,9.45,45.33,2,9.12,43.76,3,9.32,44.08,5,9.46,45.73,1,9.18,43.69
