Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Helene YANG POSITION,Helene YANG LAP TIME,Helene YANG ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME
1,7.495,7.495,2,7.605,7.605,3,7.946,7.946,0,,
2,9.849,17.344,1,9.616,17.221,3,10.282,18.227,0,,
2,9.374,26.718,1,9.406,26.628,3,10.358,28.585,0,,
2,9.436,36.154,1,9.486,36.114,3,10.659,39.244,0,,
2,9.751,45.905,1,9.736,45.850,3,11.225,50.469,0,,
