Alix-Myra ANDERSON POSITION,Alix-Myra ANDERSON LAP TIME,Alix-Myra ANDERSON ELAPSED TIME,Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME,Susanne RUDOLPH POSITION,Susanne RUDOLPH LAP TIME,Susanne RUDOLPH ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME
3,15.962,15.962,1,15.722,15.722,2,15.909,15.909,4,16.113,16.113
3,12.221,28.183,2,12.349,28.072,4,12.370,28.279,1,11.896,28.009
4,11.244,39.427,2,11.094,39.166,3,10.999,39.278,1,11.024,39.034
4,11.164,50.591,2,11.042,50.208,3,11.149,50.426,1,11.074,50.107
4,10.193,1:00.784,2,10.271,1:00.479,3,10.175,1:00.601,1,10.246,1:00.353
3,14.945,1:15.729,2,14.650,1:15.129,1,10.649,1:11.250,4,22.255,1:22.608
3,11.815,1:27.544,2,11.193,1:26.322,1,10.719,1:21.969,4,13.653,1:36.261
3,11.172,1:38.715,2,10.593,1:36.916,1,11.122,1:33.091,4,12.350,1:48.611
3,11.488,1:50.204,2,11.020,1:47.935,1,11.515,1:44.607,4,12.312,2:00.922
