Olga BELYAKOVA POSITION,Olga BELYAKOVA LAP TIME,Olga BELYAKOVA ELAPSED TIME,LI Jianrou POSITION,LI Jianrou LAP TIME,LI Jianrou ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME
4,13.87,13.87,3,13.74,13.74,1,13.48,13.48,2,13.60,13.60
4,10.34,24.21,3,10.32,24.06,1,10.38,23.86,2,10.29,23.89
4,10.13,34.34,3,10.16,34.22,1,10.12,33.98,2,10.24,34.13
4,10.20,44.54,3,10.18,44.40,1,10.20,44.18,2,10.13,44.26
4,9.88,54.42,3,9.90,54.30,1,9.93,54.11,2,9.95,54.21
4,9.74,1:04.16,3,9.73,1:04.03,1,9.78,1:03.89,2,9.78,1:03.99
4,9.47,1:13.63,2,9.40,1:13.43,1,9.43,1:13.32,3,9.55,1:13.54
4,9.49,1:23.12,2,9.38,1:22.81,1,9.42,1:22.74,3,9.48,1:23.02
4,9.50,1:32.621,2,9.51,1:32.315,1,9.51,1:32.249,3,9.58,1:32.596
