TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME
1,7.11,7.11,2,7.20,7.20,3,7.37,7.37,4,7.54,7.54
1,9.08,16.19,2,9.03,16.23,3,8.96,16.33,4,9.05,16.59
1,8.76,24.95,3,8.85,25.08,2,8.71,25.04,4,8.75,25.34
1,8.72,33.67,3,8.80,33.88,2,8.74,33.78,4,8.76,34.10
1,8.80,42.47,3,8.75,42.63,2,8.78,42.56,4,8.83,42.938
