Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME
1,7.21,7.21,3,7.60,7.60,4,12.35,12.35,2,7.37,7.37
1,9.41,16.62,3,9.38,16.98,4,13.65,26.00,2,9.38,16.75
1,8.87,25.49,3,8.87,25.85,4,11.05,37.05,2,8.80,25.55
1,8.99,34.48,3,8.97,34.82,4,11.33,48.38,2,9.03,34.58
1,9.41,43.881,2,9.14,43.951,4,11.41,59.784,3,9.39,43.969
