Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME
1,6.86,6.86,2,6.99,6.99,3,7.11,7.11,4,7.36,7.36
1,8.97,15.83,2,8.92,15.91,3,8.97,16.08,4,9.00,16.36
1,8.47,24.30,2,8.46,24.37,3,8.44,24.52,4,8.53,24.89
1,8.62,32.92,2,8.61,32.98,3,8.55,33.07,4,8.70,33.59
1,8.76,41.676,2,8.79,41.765,3,8.73,41.796,4,8.90,42.490
