HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,BLUNDEN Keanu POSITION,BLUNDEN Keanu LAP TIME,BLUNDEN Keanu ELAPSED TIME,Mark CHONG POSITION,Mark CHONG LAP TIME,Mark CHONG ELAPSED TIME,Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME,Tunay SIMSEK POSITION,Tunay SIMSEK LAP TIME,Tunay SIMSEK ELAPSED TIME
1,6.94,6.94,3,7.20,7.20,2,7.09,7.09,4,7.32,7.32,5,7.64,7.64
1,8.93,15.87,2,8.90,16.10,5,18.82,25.91,3,9.02,16.34,4,9.26,16.90
1,8.57,24.44,2,8.50,24.60,5,23.29,49.20,3,8.61,24.95,4,8.95,25.85
1,8.68,33.12,2,8.62,33.22,5,11.87,1:01.07,3,8.73,33.68,4,9.20,35.05
1,8.90,42.004,2,9.15,42.349,5,11.04,1:12.085,3,9.04,42.697,4,9.50,44.526
