START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,season,competition,event,gender,round,race
1,12.14,12.14,2,12.25,12.25,3,12.41,12.41,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),2000mRelay,x,FinalB,1
1,9.00,21.14,2,8.98,21.23,3,8.92,21.33,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),2000mRelay,x,FinalB,1
2,9.26,30.40,1,9.04,30.27,3,9.15,30.48,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),2000mRelay,x,FinalB,1
2,8.84,39.24,1,8.96,39.23,3,8.92,39.40,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),2000mRelay,x,FinalB,1
1,8.95,48.19,2,9.07,48.30,3,9.27,48.67,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),2000mRelay,x,FinalB,1
1,8.80,56.99,2,8.75,57.05,3,9.05,57.72,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),2000mRelay,x,FinalB,1
1,8.77,1:05.76,2,8.78,1:05.83,3,8.40,1:06.12,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),2000mRelay,x,FinalB,1
1,8.82,1:14.58,2,8.86,1:14.69,3,8.68,1:14.80,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),2000mRelay,x,FinalB,1
1,8.58,1:23.16,2,8.63,1:23.32,3,8.59,1:23.39,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),2000mRelay,x,FinalB,1
1,8.68,1:31.84,2,8.65,1:31.97,3,8.66,1:32.05,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),2000mRelay,x,FinalB,1
2,9.24,1:41.08,1,8.93,1:40.90,3,9.04,1:41.09,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),2000mRelay,x,FinalB,1
2,9.06,1:50.14,1,9.17,1:50.07,3,9.24,1:50.33,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),2000mRelay,x,FinalB,1
2,9.11,1:59.25,1,9.09,1:59.16,3,9.10,1:59.43,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),2000mRelay,x,FinalB,1
2,9.07,2:08.32,1,9.04,2:08.20,3,9.01,2:08.44,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),2000mRelay,x,FinalB,1
1,8.77,2:17.09,1,8.89,2:17.09,3,8.85,2:17.29,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),2000mRelay,x,FinalB,1
3,9.16,2:26.25,1,9.04,2:26.13,2,8.91,2:26.20,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),2000mRelay,x,FinalB,1
2,8.76,2:35.01,1,8.78,2:34.91,3,8.92,2:35.12,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),2000mRelay,x,FinalB,1
2,8.67,2:43.684,1,8.66,2:43.570,3,8.61,2:43.731,2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),2000mRelay,x,FinalB,1
