KIM Ji Yoo POSITION,KIM Ji Yoo LAP TIME,KIM Ji Yoo ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,BLAIS Danae POSITION,BLAIS Danae LAP TIME,BLAIS Danae ELAPSED TIME,Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME
2,13.58,13.58,1,13.43,13.43,4,13.76,13.76,3,13.70,13.70,5,13.85,13.85
3,9.84,23.42,1,9.90,23.33,2,9.64,23.40,4,9.84,23.54,5,9.78,23.63
2,9.71,33.13,1,9.65,32.98,3,9.83,33.23,4,9.70,33.24,5,9.70,33.33
1,9.32,42.45,2,9.67,42.65,5,9.77,43.00,3,9.55,42.79,4,9.57,42.90
1,9.39,51.84,2,9.32,51.97,5,9.35,52.35,3,9.31,52.10,4,9.30,52.20
1,9.37,1:01.21,2,9.34,1:01.31,5,9.41,1:01.76,4,9.41,1:01.51,3,9.23,1:01.43
1,9.43,1:10.64,2,9.49,1:10.80,5,9.56,1:11.32,4,9.52,1:11.03,3,9.47,1:10.90
1,9.61,1:20.25,2,9.57,1:20.37,5,10.00,1:21.32,4,9.56,1:20.59,3,9.60,1:20.50
1,9.73,1:29.98,2,9.72,1:30.09,5,10.70,1:32.025,4,9.75,1:30.341,3,9.73,1:30.23
