ZHANG Weizhi POSITION,ZHANG Weizhi LAP TIME,ZHANG Weizhi ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME
1,12.91,12.91,3,12.95,12.95,4,13.09,13.09,5,13.25,,2,12.94,12.94
1,9.67,22.58,3,9.85,22.80,4,9.73,22.82,5,9.77,,2,9.77,22.71
1,9.68,32.26,4,9.77,32.57,3,9.69,32.51,5,9.69,,2,9.67,32.38
1,9.30,41.56,4,9.30,41.87,3,9.27,41.78,5,9.27,,2,9.27,41.65
1,8.89,50.45,4,8.96,50.83,3,8.98,50.76,5,8.95,,2,8.94,50.59
1,8.67,59.12,5,8.78,59.61,4,8.71,59.47,3,8.52,,2,8.64,59.23
1,8.75,1:07.87,4,8.69,1:08.30,5,8.88,1:08.35,3,8.62,,2,8.73,1:07.96
1,8.95,1:16.82,3,8.85,1:17.15,5,9.18,1:17.53,2,8.98,,4,9.46,1:17.42
1,9.17,1:25.99,2,9.17,1:26.320,3,9.45,1:26.988,2,9.13,,4,12.75,1:30.177
