FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME
1,7.23,7.23,3,7.49,7.49,2,7.38,7.38,4,7.61,7.61
1,9.42,16.65,2,9.50,16.99,3,9.64,17.02,4,9.52,17.13
1,9.01,25.66,2,9.09,26.08,3,9.21,26.23,4,9.13,26.26
1,9.13,34.79,2,9.19,35.27,4,9.62,35.85,3,9.24,35.50
1,9.46,44.247,2,9.49,44.756,3,9.78,45.622,0,,PEN
