CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,Jamie MACDONALD POSITION,Jamie MACDONALD LAP TIME,Jamie MACDONALD ELAPSED TIME
2,7.46,7.46,1,7.35,7.35,3,7.58,7.58,4,7.67,7.67
2,9.60,17.06,1,9.63,16.98,3,9.56,17.14,4,9.55,17.22
2,9.06,26.12,1,9.04,26.02,3,9.06,26.20,4,9.12,26.34
2,8.93,35.05,1,8.97,34.99,3,8.94,35.14,4,8.89,35.23
2,8.96,44.01,3,9.09,44.08,1,8.77,43.91,4,8.89,44.12
