PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,PENCHEVA Zornica POSITION,PENCHEVA Zornica LAP TIME,PENCHEVA Zornica ELAPSED TIME,KIM Hae Bin POSITION,KIM Hae Bin LAP TIME,KIM Hae Bin ELAPSED TIME
1,7.50,7.50,2,7.61,7.61,3,7.75,7.75,4,7.90,7.90,5,8.40,8.40
1,9.53,17.03,2,9.60,17.21,3,9.56,17.31,4,9.64,17.54,5,9.83,18.23
1,9.02,26.05,2,8.93,26.14,3,8.91,26.22,4,9.10,26.64,5,9.16,27.39
1,9.07,35.12,2,9.12,35.26,3,9.06,35.28,4,9.29,35.93,5,9.32,36.71
1,9.20,44.32,3,9.44,44.711,2,9.27,44.544,4,9.68,45.615,5,9.43,46.150
