KONSTANTINOVA Ekaterina POSITION,KONSTANTINOVA Ekaterina LAP TIME,KONSTANTINOVA Ekaterina ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,HIRAI Ami POSITION,HIRAI Ami LAP TIME,HIRAI Ami ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME
2,13.43,13.43,3,13.54,13.54,1,13.31,13.31,4,13.66,13.66
2,10.14,23.57,3,10.15,23.69,1,10.17,23.48,4,10.16,23.82
2,10.05,33.62,3,10.05,33.74,1,10.09,33.57,4,10.02,33.84
2,9.49,43.11,3,9.43,43.17,1,9.46,43.03,4,9.46,43.30
2,9.44,52.55,3,9.47,52.64,1,9.42,52.45,4,9.45,52.75
2,9.73,1:02.28,3,9.74,1:02.38,1,9.79,1:02.24,4,9.74,1:02.49
2,9.64,1:11.92,1,9.42,1:11.80,3,9.91,1:12.15,4,9.70,1:12.19
2,9.42,1:21.34,1,9.40,1:21.20,4,10.27,1:22.42,3,10.07,1:22.26
2,9.63,1:30.97,1,9.66,1:30.86,4,10.47,1:32.89,3,10.23,1:32.49
