Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME,YU Jiyang POSITION,YU Jiyang LAP TIME,YU Jiyang ELAPSED TIME,Sebastian KLOSINSKI POSITION,Sebastian KLOSINSKI LAP TIME,Sebastian KLOSINSKI ELAPSED TIME
2,6.98,6.98,3,7.24,7.24,5,7.31,7.31,1,6.77,6.77,4,7.27,7.27
2,8.76,15.74,3,9.02,16.26,4,9.40,16.71,1,8.76,15.53,5,18.11,25.38
2,8.33,24.07,3,8.56,24.82,4,8.74,25.45,1,8.45,23.98,5,24.23,49.61
2,8.58,32.65,3,8.90,33.72,4,8.80,34.25,1,8.54,32.52,5,10.89,1:00.50
2,8.60,41.241,3,9.55,43.262,4,9.05,43.292,1,8.66,41.179,5,10.50,1:10.997
