LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Eduardo ALVAREZ POSITION,Eduardo ALVAREZ LAP TIME,Eduardo ALVAREZ ELAPSED TIME,Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME,Vojtech LOUDIN POSITION,Vojtech LOUDIN LAP TIME,Vojtech LOUDIN ELAPSED TIME
1,6.84,6.84,2,6.96,6.96,4,7.19,7.19,3,7.19,7.19
1,8.90,15.74,2,8.89,15.85,4,9.28,16.47,3,9.13,16.32
1,8.42,24.16,2,8.43,24.28,4,8.93,25.40,3,8.72,25.04
1,8.54,32.70,2,8.53,32.81,4,8.91,34.31,3,9.01,34.05
1,9.00,41.698,2,8.90,41.710,4,8.95,43.258,3,9.16,43.209
