LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Kyle CARR POSITION,Kyle CARR LAP TIME,Kyle CARR ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME
1,6.83,6.83,2,7.00,7.00,3,7.13,7.13,4,7.29,7.29
1,8.95,15.78,3,8.98,15.98,2,8.73,15.86,4,8.90,16.19
1,8.55,24.33,3,8.54,24.52,2,8.59,24.45,4,8.50,24.69
1,8.75,33.08,3,8.90,33.42,2,8.84,33.29,4,8.82,33.51
1,8.87,41.944,3,9.04,42.453,2,8.80,42.081,4,9.01,42.519
