Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME
5,7.75,7.75,1,6.90,6.90,3,7.26,7.26,4,7.67,7.67,2,7.02,7.02
4,9.80,17.55,1,9.23,16.13,5,13.07,20.33,3,9.31,16.98,2,9.18,16.20
4,8.93,26.48,2,9.07,25.20,5,25.87,46.20,3,8.73,25.71,1,8.88,25.08
4,9.00,35.48,2,9.05,34.25,5,19.65,1:05.85,3,8.80,34.51,1,9.03,34.11
4,9.34,44.817,2,9.10,43.343,5,16.79,1:22.637,3,8.86,43.367,1,8.92,43.027
