Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,SONG Kyung-Taek POSITION,SONG Kyung-Taek LAP TIME,SONG Kyung-Taek ELAPSED TIME,Junji ITO POSITION,Junji ITO LAP TIME,Junji ITO ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME
2,13.530,13.530,4,13.700,13.700,1,13.440,13.440,3,13.640,13.640
3,10.100,23.640,2,9.870,23.580,4,10.560,24.010,1,9.840,23.480
4,9.590,33.230,3,9.450,33.040,1,8.740,32.760,2,9.290,32.770
4,9.530,42.760,1,9.310,42.350,2,9.620,42.380,3,9.770,42.540
4,9.320,52.090,2,9.040,51.390,1,8.850,51.240,3,9.420,51.970
4,9.290,1:01.380,3,8.980,1:00.380,1,8.820,1:00.060,2,8.350,1:00.320
4,9.670,1:11.050,2,8.910,1:09.300,3,10.510,1:10.570,1,8.960,1:09.290
3,9.330,1:20.390,2,9.560,1:18.870,4,10.290,1:20.870,1,9.220,1:18.520
3,9.950,1:30.340,1,8.860,1:27.730,4,11.230,1:32.110,2,9.630,1:28.150
