Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME
1,7.36,7.36,3,7.67,7.67,2,7.50,7.50,4,7.78,7.78
1,9.36,16.72,3,9.29,16.96,2,9.35,16.85,4,9.29,17.07
1,9.17,25.89,4,9.15,26.11,2,9.13,25.98,3,9.02,26.09
1,9.24,35.13,4,9.34,35.45,2,9.26,35.24,3,9.27,35.36
1,9.34,44.462,3,28.13,1:03.573,2,9.55,44.785,0,,PEN
