MA Xingguang POSITION,MA Xingguang LAP TIME,MA Xingguang ELAPSED TIME,J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,LEE Hyo Been POSITION,LEE Hyo Been LAP TIME,LEE Hyo Been ELAPSED TIME,SITNIKOV Pavel POSITION,SITNIKOV Pavel LAP TIME,SITNIKOV Pavel ELAPSED TIME,Keith CARROLL POSITION,Keith CARROLL LAP TIME,Keith CARROLL ELAPSED TIME
4,12.73,12.73,3,12.55,12.55,5,12.92,12.92,2,12.45,12.45,1,12.31,12.31
4,9.44,22.17,3,9.48,22.03,5,9.37,22.29,2,9.49,21.94,1,9.57,21.88
4,9.15,31.32,2,9.09,31.12,5,9.18,31.47,3,9.27,31.21,1,9.16,31.04
4,9.15,40.47,1,9.06,40.18,5,9.01,40.48,2,9.05,40.26,3,9.32,40.36
4,9.34,49.81,1,9.35,49.53,5,9.52,50.00,2,9.36,49.62,3,9.33,49.69
4,9.32,59.13,1,9.27,58.80,5,9.20,59.20,2,9.30,58.92,3,9.32,59.01
4,10.03,1:09.16,1,9.23,1:08.03,3,9.04,1:08.24,2,9.24,1:08.16,5,11.37,1:10.38
4,10.12,1:19.28,1,9.23,1:17.26,1,9.02,1:17.26,3,9.37,1:17.53,5,12.07,1:22.45
4,10.11,1:29.376,0,,PHOTO,0,,PHOTO,3,9.67,1:27.20,5,13.70,1:36.132
