Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME
1,6.53,6.53,4,7.07,7.07,2,6.69,6.69,3,6.89,6.89
1,9.00,15.54,4,8.73,15.80,2,8.98,15.67,3,8.88,15.77
1,8.42,23.96,3,8.38,24.18,2,8.42,24.10,4,8.71,24.49
1,8.60,32.56,2,8.43,32.62,3,8.75,32.85,4,9.39,33.88
1,9.14,41.697,2,9.10,41.716,3,8.95,41.793,4,9.98,43.854
