Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME,Pavel RYBAKOV POSITION,Pavel RYBAKOV LAP TIME,Pavel RYBAKOV ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME
1,6.80,6.80,2,7.00,7.00,3,7.14,7.14,5,7.62,7.62,4,7.28,7.28
1,9.04,15.84,2,9.00,16.00,4,9.09,16.23,5,9.19,16.81,3,8.90,16.18
1,8.48,24.32,2,8.50,24.50,5,9.96,26.19,4,8.74,25.55,3,8.41,24.59
1,8.53,32.85,2,8.59,33.09,5,9.95,36.14,4,9.12,34.67,3,8.57,33.16
1,8.68,41.525,2,9.50,42.589,4,10.34,46.476,3,9.37,44.040,0,,PEN
