NEMIRO Vladyslav POSITION,NEMIRO Vladyslav LAP TIME,NEMIRO Vladyslav ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,MOODY Jonathan POSITION,MOODY Jonathan LAP TIME,MOODY Jonathan ELAPSED TIME,Hiroki YOKOYAMA POSITION,Hiroki YOKOYAMA LAP TIME,Hiroki YOKOYAMA ELAPSED TIME
4,15.35,15.35,1,15.07,15.07,2,15.15,15.15,3,15.26,15.26
4,10.93,26.28,2,11.01,26.08,1,10.74,25.89,3,10.94,26.20
4,9.84,36.12,2,9.81,35.89,1,9.88,35.77,3,9.81,36.01
4,9.68,45.80,2,9.65,45.54,1,9.64,45.41,3,9.62,45.63
4,9.35,55.15,2,9.25,54.79,1,9.35,54.76,3,9.29,54.92
4,9.35,1:04.50,1,8.81,1:03.60,3,9.41,1:04.17,2,8.93,1:03.85
4,9.45,1:13.95,1,8.67,1:12.27,3,9.22,1:13.39,2,8.87,1:12.72
4,9.76,1:23.71,1,8.78,1:21.05,3,9.36,1:22.75,2,8.92,1:21.64
4,10.15,1:33.86,1,8.94,1:29.99,3,9.67,1:32.42,2,9.56,1:31.20
