Anja CHONG POSITION,Anja CHONG LAP TIME,Anja CHONG ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME,BINEY Maame POSITION,BINEY Maame LAP TIME,BINEY Maame ELAPSED TIME,Agne SEREIKAITE POSITION,Agne SEREIKAITE LAP TIME,Agne SEREIKAITE ELAPSED TIME,Iong A KIM POSITION,Iong A KIM LAP TIME,Iong A KIM ELAPSED TIME
4,8.00,8.00,1,7.36,7.36,2,7.43,7.43,4,8.00,8.00,3,7.91,7.91
5,10.27,18.27,1,9.52,16.88,2,9.60,17.03,4,9.66,17.66,3,9.53,17.44
5,9.61,27.88,1,9.03,25.91,2,8.95,25.98,4,9.02,26.68,3,8.93,26.37
5,9.78,37.66,1,9.18,35.09,2,9.22,35.20,4,9.20,35.88,3,9.06,35.43
5,10.03,47.696,1,9.40,44.49,2,9.38,44.58,4,9.42,45.309,3,9.23,44.66
