Ryan BEDFORD POSITION,Ryan BEDFORD LAP TIME,Ryan BEDFORD ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Marco BERTOLDI POSITION,Marco BERTOLDI LAP TIME,Marco BERTOLDI ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,KOLODYAZHNYY Oleksandr POSITION,KOLODYAZHNYY Oleksandr LAP TIME,KOLODYAZHNYY Oleksandr ELAPSED TIME
3,7.698,7.698,1,7.432,7.432,2,7.567,7.567,4,7.747,7.747,5,7.928,7.928
3,9.350,17.048,1,9.186,16.617,2,9.437,17.004,4,9.819,17.566,5,9.935,17.862
2,9.171,26.219,1,8.857,25.474,3,9.280,26.283,5,15.375,32.940,4,9.439,27.301
2,9.254,35.472,1,9.291,34.764,3,9.447,35.730,5,14.180,47.120,4,9.827,37.128
2,9.05,44.514,1,9.30,44.061,3,9.28,45.010,5,11.29,58.404,4,10.06,47.179
