Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Kalyna ROBERGE POSITION,Kalyna ROBERGE LAP TIME,Kalyna ROBERGE ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Mika OZAWA POSITION,Mika OZAWA LAP TIME,Mika OZAWA ELAPSED TIME
4,12.94,12.94,2,12.83,12.83,1,12.43,12.43,3,12.92,12.92
4,10.20,23.15,2,10.00,22.83,1,10.20,22.63,3,10.16,23.09
4,9.96,33.11,2,10.10,32.94,1,10.14,32.78,3,9.97,33.06
4,9.94,43.06,2,10.00,42.94,1,10.07,42.85,3,9.91,42.98
3,9.76,52.82,2,9.78,52.73,1,9.68,52.54,4,9.93,52.91
3,9.81,1:02.64,2,9.85,1:02.58,1,9.86,1:02.41,4,9.79,1:02.70
3,9.92,1:12.56,2,9.82,1:12.40,1,9.73,1:12.14,4,9.93,1:12.64
4,9.80,1:22.36,2,9.85,1:22.26,1,10.01,1:22.15,3,9.70,1:22.34
3,10.08,1:32.439,1,10.05,1:32.305,2,10.23,1:32.377,4,10.14,1:32.478
