de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,Kimberly GOETZ POSITION,Kimberly GOETZ LAP TIME,Kimberly GOETZ ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,Courtney SHMYR POSITION,Courtney SHMYR LAP TIME,Courtney SHMYR ELAPSED TIME
1,7.33,7.33,2,7.45,7.45,3,7.55,7.55,4,7.65,7.65
1,9.60,16.93,2,9.55,17.00,3,9.56,17.11,4,9.64,17.29
1,9.27,26.20,2,9.26,26.26,3,9.18,26.29,4,9.11,26.40
1,9.36,35.56,3,9.41,35.67,2,9.28,35.57,4,9.33,35.73
2,9.46,45.019,4,9.50,45.165,1,9.21,44.773,3,9.43,45.160
