Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,CUI Liang POSITION,CUI Liang LAP TIME,CUI Liang ELAPSED TIME,SONG Suk-Woo POSITION,SONG Suk-Woo LAP TIME,SONG Suk-Woo ELAPSED TIME,Sascha LAUBER POSITION,Sascha LAUBER LAP TIME,Sascha LAUBER ELAPSED TIME
1,6.797,6.797,3,6.991,6.991,2,6.984,6.984,4,7.134,7.134
1,9.153,15.950,2,9.087,16.077,3,9.116,16.100,4,9.220,16.354
1,8.957,24.906,2,8.976,25.052,3,8.978,25.078,4,9.132,25.486
1,9.010,33.916,2,8.943,33.995,3,8.938,34.015,4,9.161,34.647
2,9.22,43.134,3,9.16,43.146,1,9.01,43.025,4,9.50,44.141
