VALCEPINA Arianna POSITION,VALCEPINA Arianna LAP TIME,VALCEPINA Arianna ELAPSED TIME,NOH Ah Rum POSITION,NOH Ah Rum LAP TIME,NOH Ah Rum ELAPSED TIME,TALAYEVA Volha POSITION,TALAYEVA Volha LAP TIME,TALAYEVA Volha ELAPSED TIME,ZHANG Chutong POSITION,ZHANG Chutong LAP TIME,ZHANG Chutong ELAPSED TIME
3,13.68,13.68,2,13.60,13.60,4,13.81,13.81,1,13.44,13.44
3,10.58,24.26,2,10.54,24.14,4,10.60,24.41,1,10.55,23.99
3,10.21,34.47,2,10.24,34.38,4,10.16,34.57,1,10.26,34.25
3,10.25,44.72,2,10.22,44.60,4,10.24,44.81,1,10.23,44.48
3,10.08,54.80,2,10.10,54.70,4,10.10,54.91,1,10.11,54.59
3,9.97,1:04.77,2,9.96,1:04.66,4,9.97,1:04.88,1,9.93,1:04.52
3,9.76,1:14.53,2,9.74,1:14.40,4,9.85,1:14.73,1,9.83,1:14.35
3,9.58,1:24.11,1,9.23,1:23.63,4,9.84,1:24.57,2,9.63,1:23.98
3,9.61,1:33.72,1,9.37,1:33.00,4,10.01,1:34.58,2,9.62,1:33.60
