Lukasz MICHALCZUK POSITION,Lukasz MICHALCZUK LAP TIME,Lukasz MICHALCZUK ELAPSED TIME,UM Cheon-Ho POSITION,UM Cheon-Ho LAP TIME,UM Cheon-Ho ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Janis PIUSS POSITION,Janis PIUSS LAP TIME,Janis PIUSS ELAPSED TIME
1,12.44,12.44,2,12.45,12.45,0,,,3,12.63,12.63
2,9.48,21.93,1,9.44,21.89,0,,,3,9.53,22.16
2,9.48,31.41,1,9.48,31.38,0,,,3,9.29,31.45
3,9.44,40.85,2,9.33,40.72,0,,,1,9.15,40.61
3,9.46,50.31,2,9.55,50.27,0,,,1,9.50,50.12
3,9.57,59.89,1,9.38,59.66,0,,,2,9.64,59.76
3,9.94,1:09.84,1,9.24,1:08.91,0,,,2,9.49,1:09.25
3,9.52,1:19.36,1,9.37,1:18.28,0,,,2,9.90,1:19.15
3,10.25,1:29.607,1,9.52,1:27.794,2,,1:29.533,4,17.46,1:36.605
