Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,Steve ROBILLARD POSITION,Steve ROBILLARD LAP TIME,Steve ROBILLARD ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME
1,6.773,6.773,2,7.016,7.016,5,7.622,7.622,4,7.273,7.273,3,7.217,7.217
2,9.224,15.997,3,9.438,16.453,5,9.068,16.690,4,9.349,16.622,1,8.660,15.877
2,8.964,24.960,4,9.089,25.541,5,9.052,25.742,3,8.513,25.135,1,9.066,24.943
3,9.210,34.170,5,9.425,34.965,4,9.070,34.812,2,9.002,34.136,1,9.119,34.062
0,,DQ,4,10.12,45.080,3,9.37,44.174,1,9.42,43.552,2,9.66,43.719
