HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,CHEN Dequan POSITION,CHEN Dequan LAP TIME,CHEN Dequan ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME
1,12.76,12.76,2,12.87,12.87,3,13.01,13.01,4,13.16,13.16
1,9.29,22.05,2,9.18,22.05,3,9.19,22.20,4,9.15,22.31
2,8.81,30.86,1,8.74,30.79,3,8.75,30.95,4,8.74,31.05
1,8.82,39.68,2,9.05,39.84,3,8.98,39.93,4,8.97,40.02
1,8.90,48.58,2,8.84,48.68,3,8.88,48.81,4,8.87,48.89
1,8.79,57.37,2,8.82,57.50,3,8.80,57.61,4,8.81,57.70
1,8.73,1:06.10,2,8.74,1:06.24,3,8.70,1:06.31,4,8.70,1:06.40
1,8.75,1:14.85,2,8.82,1:15.06,4,26.17,1:32.48,3,8.76,1:15.16
1,9.03,1:23.874,0,,PEN,3,15.07,1:47.548,2,20.23,1:35.385
