NAVARRO Tristan POSITION,NAVARRO Tristan LAP TIME,NAVARRO Tristan ELAPSED TIME,Alex VARNYU POSITION,Alex VARNYU LAP TIME,Alex VARNYU ELAPSED TIME,Nicolas LABORDE POSITION,Nicolas LABORDE LAP TIME,Nicolas LABORDE ELAPSED TIME,Skyler KAH POSITION,Skyler KAH LAP TIME,Skyler KAH ELAPSED TIME,Julian MACARAEG POSITION,Julian MACARAEG LAP TIME,Julian MACARAEG ELAPSED TIME,TREACY Niall POSITION,TREACY Niall LAP TIME,TREACY Niall ELAPSED TIME
1,12.43,12.43,5,12.85,12.85,2,12.55,12.55,6,12.95,12.95,4,12.81,12.81,3,12.68,12.68
1,9.46,21.89,2,9.10,21.95,3,9.52,22.07,6,9.33,22.28,5,9.46,22.27,4,9.48,22.16
1,8.95,30.84,2,9.00,30.95,3,9.12,31.19,5,9.29,31.57,6,9.43,31.70,4,9.11,31.27
1,8.97,39.81,1,8.86,39.81,3,8.80,39.99,5,8.76,40.33,6,9.21,40.91,4,8.81,40.08
2,9.14,48.95,1,9.06,48.87,3,9.06,49.05,5,8.91,49.24,6,9.47,50.38,4,9.06,49.14
1,9.02,57.97,2,9.17,58.04,3,9.14,58.19,5,9.23,58.47,6,9.87,1:00.25,4,9.12,58.26
1,9.13,1:07.10,2,9.13,1:07.17,3,9.22,1:07.41,5,9.33,1:07.80,6,10.19,1:10.44,4,9.17,1:07.43
1,9.24,1:16.34,2,9.26,1:16.43,4,9.92,1:17.33,5,9.77,1:17.57,6,10.52,1:20.96,3,9.67,1:17.10
1,9.40,1:25.74,2,9.39,1:25.82,4,9.92,1:27.250,5,10.11,1:27.681,6,10.93,1:31.891,3,9.71,1:26.818
