Olga BELYAKOVA POSITION,Olga BELYAKOVA LAP TIME,Olga BELYAKOVA ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME
1,13.14,13.14,3,13.42,13.42,4,13.55,13.55,2,13.30,13.30
1,10.05,23.19,3,10.02,23.44,4,10.00,23.55,2,10.03,23.33
1,9.90,33.09,3,9.89,33.33,4,9.89,33.44,2,9.91,33.24
1,9.90,42.99,3,9.90,43.23,4,9.90,43.34,2,9.92,43.16
4,12.06,55.05,2,9.69,52.92,3,9.78,53.12,1,9.72,52.88
4,21.53,1:16.58,1,9.61,1:02.53,3,9.95,1:03.07,2,9.72,1:02.60
4,12.00,1:28.58,1,9.85,1:12.38,3,10.34,1:13.41,2,9.86,1:12.46
4,11.22,1:39.80,2,9.95,1:22.33,3,10.89,1:24.30,1,9.82,1:22.28
4,10.97,1:50.769,2,10.06,1:32.382,3,11.27,1:35.565,1,9.83,1:32.104
