LIN Chun-Chieh POSITION,LIN Chun-Chieh LAP TIME,LIN Chun-Chieh ELAPSED TIME,HANDEI Volodymyr POSITION,HANDEI Volodymyr LAP TIME,HANDEI Volodymyr ELAPSED TIME,EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME,LUEDTKE Adrian POSITION,LUEDTKE Adrian LAP TIME,LUEDTKE Adrian ELAPSED TIME,Oliver RINGER POSITION,Oliver RINGER LAP TIME,Oliver RINGER ELAPSED TIME
3,14.98,14.98,1,14.64,14.64,4,15.17,15.17,2,14.81,14.81,5,15.28,15.28
3,10.70,25.68,1,10.83,25.47,4,10.63,25.80,2,10.71,25.52,5,10.60,25.88
3,9.84,35.52,2,9.97,35.44,4,10.05,35.85,1,9.83,35.35,5,10.20,36.08
4,9.81,45.33,1,9.76,45.20,2,9.38,45.23,2,9.88,45.23,5,9.72,45.80
4,9.76,55.09,2,9.57,54.77,1,9.45,54.68,3,9.66,54.89,5,9.74,55.54
4,9.53,1:04.62,2,9.47,1:04.24,1,9.44,1:04.12,3,9.46,1:04.35,5,9.98,1:05.52
4,9.71,1:14.33,2,9.51,1:13.75,1,9.30,1:13.42,3,9.51,1:13.86,5,10.48,1:16.00
4,10.24,1:24.57,3,10.01,1:23.76,1,9.52,1:22.94,2,9.66,1:23.52,5,11.02,1:27.02
4,10.97,1:35.54,3,10.66,1:34.42,1,9.91,1:32.85,2,10.03,1:33.55,5,11.39,1:38.41
