DUBOIS Steven POSITION,DUBOIS Steven LAP TIME,DUBOIS Steven ELAPSED TIME,Firat YARDIMCI POSITION,Firat YARDIMCI LAP TIME,Firat YARDIMCI ELAPSED TIME,Reinis BERZINS POSITION,Reinis BERZINS LAP TIME,Reinis BERZINS ELAPSED TIME,FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME
1,6.64,6.64,3,7.02,7.02,4,7.22,7.22,2,7.01,7.01
1,8.73,15.37,3,8.85,15.87,4,8.80,16.02,2,8.71,15.72
1,8.31,23.68,3,8.29,24.16,4,8.31,24.33,2,8.27,23.99
1,8.40,32.08,3,8.33,32.49,4,8.65,32.98,2,8.36,32.35
1,8.54,40.62,3,8.44,40.93,4,9.15,42.13,2,8.49,40.84
