KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME
2,6.88,6.88,1,6.63,6.63,4,7.08,7.08,3,7.04,7.04
2,9.10,15.98,1,8.89,15.52,3,9.31,16.39,4,11.43,18.47
2,8.77,24.75,1,8.64,24.16,3,8.77,25.16,4,11.10,29.57
2,8.69,33.44,1,8.73,32.89,3,8.85,34.01,4,14.31,43.88
2,9.18,42.617,1,8.96,41.847,3,9.12,43.126,4,14.87,58.749
