Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,KAMINAGA Shione POSITION,KAMINAGA Shione LAP TIME,KAMINAGA Shione ELAPSED TIME,KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,VELZEBOER Xandra POSITION,VELZEBOER Xandra LAP TIME,VELZEBOER Xandra ELAPSED TIME
1,6.99,6.99,3,7.61,7.61,4,7.74,7.74,2,7.24,7.24,4,7.74,7.74
1,9.02,16.01,3,9.43,17.04,5,9.66,17.40,2,9.20,16.44,4,9.42,17.16
1,8.49,24.50,4,8.98,26.02,5,8.78,26.18,2,8.76,25.20,3,8.74,25.90
1,8.66,33.16,5,9.00,35.02,4,8.81,34.99,2,8.89,34.09,3,8.95,34.85
1,8.77,41.93,5,9.18,44.204,4,9.00,43.995,2,9.05,43.14,3,9.05,43.900
