CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Lucia PERETTI POSITION,Lucia PERETTI LAP TIME,Lucia PERETTI ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME
1,7.18,7.18,3,7.45,7.45,2,7.31,7.31
1,9.30,16.48,3,9.27,16.72,2,9.32,16.63
1,8.78,25.26,3,8.80,25.52,2,8.81,25.44
1,8.88,34.14,3,8.87,34.39,2,8.88,34.32
1,9.22,43.350,3,9.19,43.561,2,9.15,43.459
