de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,Federica TOMBOLATO POSITION,Federica TOMBOLATO LAP TIME,Federica TOMBOLATO ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,Marie YOSHIDA POSITION,Marie YOSHIDA LAP TIME,Marie YOSHIDA ELAPSED TIME
1,7.41,7.41,2,7.78,7.78,4,8.02,8.02,3,7.86,7.86
1,9.81,17.22,2,9.88,17.66,4,9.84,17.86,3,9.89,17.75
1,9.25,26.47,2,9.09,26.75,4,9.14,27.00,3,9.13,26.88
1,9.39,35.86,3,9.30,36.05,4,9.16,36.16,2,9.05,35.93
1,9.57,45.422,3,9.63,45.676,4,9.57,45.725,2,9.61,45.538
