GOEMINNE Gert-Jan POSITION,GOEMINNE Gert-Jan LAP TIME,GOEMINNE Gert-Jan ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME,Firat YARDIMCI POSITION,Firat YARDIMCI LAP TIME,Firat YARDIMCI ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME
2,7.14,7.14,1,6.95,6.95,3,7.35,7.35,4,7.49,7.49
2,9.07,16.21,1,8.97,15.92,3,9.17,16.52,4,9.11,16.60
2,8.60,24.81,1,8.66,24.58,3,8.66,25.18,4,8.66,25.26
2,8.73,33.54,1,8.75,33.33,3,8.80,33.98,4,8.79,34.05
2,8.97,42.493,1,9.00,42.309,3,,43.190,3,,43.190
