FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME,KAMINAGA Shione POSITION,KAMINAGA Shione LAP TIME,KAMINAGA Shione ELAPSED TIME
1,7.32,7.32,3,7.57,7.57,2,7.44,7.44,4,7.70,7.70,5,8.04,8.04
1,9.41,16.73,3,9.47,17.04,2,9.36,16.80,4,9.44,17.14,5,9.66,17.70
1,8.83,25.56,3,8.96,26.00,2,8.87,25.67,4,8.92,26.06,5,9.22,26.92
1,9.02,34.58,3,8.92,34.92,2,8.99,34.66,4,8.97,35.03,5,9.41,36.33
1,9.35,43.93,3,9.14,44.06,3,9.34,43.989,4,9.32,44.336,5,9.64,45.952
