LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME,Tomas GRESCHNER POSITION,Tomas GRESCHNER LAP TIME,Tomas GRESCHNER ELAPSED TIME,Guillaume MATHIEU POSITION,Guillaume MATHIEU LAP TIME,Guillaume MATHIEU ELAPSED TIME,Mark McNEE POSITION,Mark McNEE LAP TIME,Mark McNEE ELAPSED TIME
1,6.490,6.490,4,7.121,7.121,3,7.073,7.073,2,7.058,7.058
1,9.097,15.587,2,9.241,16.361,4,9.450,16.523,3,9.361,16.418
1,8.958,24.544,2,8.982,25.343,4,8.954,25.476,3,9.011,25.429
1,9.320,33.864,2,9.084,34.427,3,8.960,34.435,4,9.104,34.532
1,9.48,43.335,3,9.39,43.808,2,9.35,43.782,4,9.40,43.925
