CHAN Suet Ying POSITION,CHAN Suet Ying LAP TIME,CHAN Suet Ying ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME
4,14.575,14.575,3,13.949,13.949,2,13.943,13.943,1,13.435,13.435
4,10.902,25.476,3,10.821,24.769,1,10.791,24.733,2,11.328,24.763
4,10.870,36.346,3,10.506,35.274,2,10.417,35.150,1,10.266,35.029
4,11.315,47.661,2,10.025,45.298,3,10.247,45.397,1,9.836,44.865
4,11.635,59.295,3,10.069,55.367,2,9.920,55.316,1,9.943,54.807
4,11.905,1:11.199,3,10.107,1:05.474,2,10.139,1:05.454,1,10.211,1:05.018
4,12.308,1:23.506,3,10.180,1:15.653,2,10.185,1:15.639,1,10.313,1:15.331
4,13.015,1:36.521,2,10.052,1:25.705,3,10.135,1:25.773,1,10.077,1:25.407
4,13.06,1:49.581,2,10.08,1:35.785,3,10.14,1:35.911,1,10.24,1:35.646
