LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Rozsa DARAZS POSITION,Rozsa DARAZS LAP TIME,Rozsa DARAZS ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,Kimberly DERRICK POSITION,Kimberly DERRICK LAP TIME,Kimberly DERRICK ELAPSED TIME,KIM Min-Jung POSITION,KIM Min-Jung LAP TIME,KIM Min-Jung ELAPSED TIME
1,13.30,13.30,5,13.71,13.71,2,13.43,13.43,3,13.55,13.55,4,13.70,13.70
1,10.27,23.57,4,10.16,23.87,2,10.25,23.68,3,10.21,23.76,5,10.29,23.99
1,10.14,33.71,4,10.18,34.05,2,10.14,33.82,3,10.16,33.92,5,10.16,34.15
1,10.14,43.85,4,10.13,44.18,2,10.16,43.98,3,10.16,44.08,5,10.10,44.25
1,9.83,53.68,4,9.86,54.04,2,9.79,53.77,3,9.85,53.93,5,9.92,54.17
1,10.04,1:03.72,4,10.01,1:04.05,2,10.05,1:03.82,3,9.98,1:03.91,5,9.96,1:04.13
1,10.01,1:13.73,4,10.10,1:14.15,2,10.04,1:13.86,3,10.09,1:14.00,5,10.06,1:14.19
1,10.13,1:23.86,5,10.22,1:24.37,2,10.12,1:23.98,4,10.11,1:24.11,3,9.90,1:24.09
2,10.21,1:34.065,5,10.62,1:34.982,3,10.14,1:34.116,4,10.31,1:34.418,1,9.75,1:33.838
