Robbert-Kees BOER POSITION,Robbert-Kees BOER LAP TIME,Robbert-Kees BOER ELAPSED TIME,Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME
2,14.584,14.584,3,14.871,14.871,4,15.317,15.317,1,14.558,14.558
4,16.039,30.623,2,11.204,26.075,3,10.798,26.114,1,11.233,25.790
4,10.875,41.497,3,10.466,36.540,2,10.327,36.441,1,10.458,36.247
4,9.462,50.959,3,9.919,46.459,2,9.992,46.432,1,9.966,46.212
4,9.320,1:00.278,3,9.599,56.057,2,9.595,56.027,1,9.755,55.967
4,9.824,1:10.102,3,9.622,1:05.678,2,9.648,1:05.675,1,9.567,1:05.534
4,10.432,1:20.533,3,10.031,1:15.708,2,9.909,1:15.583,1,9.943,1:15.477
4,10.628,1:31.161,2,9.513,1:25.221,1,9.572,1:25.155,3,10.085,1:25.562
4,11.70,1:42.855,2,9.80,1:35.013,1,9.75,1:34.903,3,10.48,1:36.038
