ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME,Tjerk de BOER POSITION,Tjerk de BOER LAP TIME,Tjerk de BOER ELAPSED TIME,TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,Adam TIMAR POSITION,Adam TIMAR LAP TIME,Adam TIMAR ELAPSED TIME,REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME
5,8.05,8.05,1,7.11,7.11,4,7.78,7.78,2,7.24,7.24,3,7.65,7.65
5,9.79,17.84,1,9.22,16.33,4,9.18,16.96,3,9.28,16.52,2,8.76,16.41
5,9.34,27.18,2,8.89,25.22,4,8.76,25.72,3,8.97,25.49,1,8.70,25.11
5,9.71,36.89,2,8.95,34.17,3,8.86,34.58,4,9.16,34.65,1,8.80,33.91
5,9.96,46.85,2,9.21,43.38,3,9.13,43.71,4,9.55,44.20,1,9.08,42.99
