CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME
5,14.33,14.33,3,14.05,14.05,4,14.17,14.17,2,13.97,13.97,1,13.92,13.92
3,10.33,24.66,4,10.66,24.71,5,10.62,24.79,2,10.64,24.61,1,10.57,24.49
1,9.66,34.32,4,9.99,34.70,5,10.02,34.81,3,9.89,34.50,2,9.92,34.41
1,9.87,44.19,5,9.83,44.53,4,9.64,44.45,3,9.83,44.33,2,9.91,44.32
1,9.43,53.62,5,9.66,54.19,3,9.40,53.85,2,9.39,53.72,4,9.80,54.12
1,9.67,1:03.29,4,9.67,1:03.86,3,9.68,1:03.53,2,9.67,1:03.39,5,10.22,1:04.34
1,9.66,1:12.95,4,9.76,1:13.62,3,9.70,1:13.23,2,9.72,1:13.11,5,11.31,1:15.65
1,9.50,1:22.45,4,10.37,1:23.99,3,9.50,1:22.73,2,9.55,1:22.66,5,11.94,1:27.59
1,9.66,1:32.11,4,11.36,1:35.352,2,9.67,1:32.40,3,10.20,1:32.863,5,12.54,1:40.139
