BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,Alexis YANG POSITION,Alexis YANG LAP TIME,Alexis YANG ELAPSED TIME,Robert BECKER POSITION,Robert BECKER LAP TIME,Robert BECKER ELAPSED TIME
1,13.92,13.92,3,14.06,14.06,2,13.97,13.97,4,14.07,14.07
2,10.26,24.18,4,10.23,24.29,1,10.14,24.11,3,10.14,24.21
2,9.48,33.66,3,9.49,33.78,1,9.42,33.53,4,9.72,33.93
2,9.83,43.49,3,9.83,43.61,1,9.85,43.38,4,9.84,43.77
2,10.06,53.55,3,10.02,53.63,1,10.02,53.40,4,9.98,53.75
2,9.98,1:03.53,3,10.01,1:03.64,1,10.05,1:03.45,4,10.02,1:03.77
2,9.63,1:13.16,3,9.62,1:13.26,1,9.60,1:13.05,4,9.67,1:13.44
2,9.59,1:22.75,3,9.50,1:22.76,1,9.58,1:22.63,4,9.43,1:22.87
2,9.66,1:32.409,3,9.83,1:32.583,1,9.68,1:32.309,4,9.81,1:32.673
