HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,Chris CREVELING POSITION,Chris CREVELING LAP TIME,Chris CREVELING ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME
2,13.40,13.40,4,13.75,13.75,3,13.59,13.59,1,13.38,13.38
1,9.18,22.58,4,9.26,23.01,3,9.28,22.87,2,9.36,22.74
1,9.06,31.64,4,9.01,32.02,3,9.00,31.87,2,8.99,31.73
1,9.16,40.80,4,9.12,41.14,3,9.15,41.02,2,9.16,40.89
1,9.06,49.86,4,9.24,50.38,3,9.05,50.07,2,9.05,49.94
1,9.10,58.96,4,9.30,59.68,3,9.04,59.11,2,9.09,59.03
1,9.12,1:08.08,4,9.64,1:09.32,3,9.23,1:08.34,2,9.15,1:08.18
2,9.26,1:17.34,4,10.15,1:19.47,3,9.19,1:17.53,1,9.04,1:17.22
2,9.34,1:26.678,4,10.38,1:29.850,3,9.20,1:26.722,1,9.03,1:26.247
