ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,MONVOISIN Aurelie POSITION,MONVOISIN Aurelie LAP TIME,MONVOISIN Aurelie ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME
3,14.20,14.20,5,14.45,14.45,4,14.31,,1,14.09,14.09,2,14.15,14.15
3,10.90,25.10,5,10.93,25.38,4,10.93,,2,10.90,24.99,1,10.73,24.88
3,10.50,35.60,5,10.52,35.90,4,10.57,,1,10.41,35.40,2,10.62,35.50
3,10.01,45.61,5,9.96,45.86,4,9.95,,2,10.12,45.52,1,9.95,45.45
3,10.09,55.70,5,9.98,55.84,4,9.96,,2,10.03,55.55,1,10.01,55.46
3,9.72,1:05.42,5,9.88,1:05.72,4,9.88,,2,9.71,1:05.26,1,9.72,1:05.18
3,9.56,1:14.98,5,9.53,1:15.25,4,9.46,,2,9.71,1:14.97,1,9.68,1:14.86
2,9.73,1:24.71,5,9.87,1:25.12,3,9.69,,4,10.13,1:25.10,1,9.73,1:24.59
4,35.54,2:00.190,3,10.16,1:35.274,2,9.82,,2,10.09,1:35.181,1,9.89,1:34.464
