LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Liam BOWMMAN POSITION,Liam BOWMMAN LAP TIME,Liam BOWMMAN ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Matthias STELZMUELLER POSITION,Matthias STELZMUELLER LAP TIME,Matthias STELZMUELLER ELAPSED TIME
1,6.78,6.78,3,7.23,7.23,2,6.91,6.91,4,7.54,7.54
1,9.05,15.84,3,9.65,16.88,2,9.21,16.13,4,9.56,17.11
1,8.87,24.71,3,9.44,26.33,2,9.02,25.15,4,9.51,26.62
1,8.83,33.54,3,9.81,36.15,2,9.15,34.30,4,9.73,36.36
1,9.35,42.890,4,10.74,46.889,2,9.71,44.008,3,9.99,46.350
