START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
2,8.36,8.36,3,8.51,8.51,1,8.24,8.24,6,8.80,8.80,4,8.67,8.67,7,8.82,8.82,8,8.91,8.91,5,8.75,8.75,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,2
3,11.04,19.40,5,11.02,19.53,2,11.08,19.32,6,10.91,19.71,4,10.81,19.48,8,11.11,19.93,7,10.89,19.80,1,10.47,19.22,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,2
4,9.98,29.38,5,9.97,29.50,3,10.01,29.33,6,9.92,29.63,1,9.69,29.17,8,9.88,29.81,7,9.91,29.71,2,10.04,29.26,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,2
1,9.70,39.08,6,9.98,39.48,4,10.05,39.38,5,9.77,39.40,3,10.12,39.29,8,9.83,39.64,7,9.85,39.56,2,9.92,39.18,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,2
2,9.65,48.73,6,9.65,49.13,5,9.58,48.96,1,9.22,48.62,4,9.66,48.95,8,9.69,49.33,7,9.66,49.22,3,9.66,48.84,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,2
3,9.48,58.21,6,9.41,58.54,1,9.06,58.02,2,9.50,58.12,5,9.48,58.43,8,9.38,58.71,7,9.38,58.60,4,9.48,58.32,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,2
2,9.17,1:07.38,6,9.17,1:07.71,1,9.29,1:07.31,2,9.26,1:07.38,5,9.19,1:07.62,8,9.18,1:07.89,7,9.19,1:07.79,4,9.21,1:07.53,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,2
3,9.45,1:16.83,6,9.38,1:17.09,1,9.30,1:16.61,2,9.34,1:16.72,5,9.38,1:17.00,8,9.35,1:17.24,7,9.36,1:17.15,4,9.40,1:16.93,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,2
3,9.37,1:26.20,6,9.34,1:26.43,1,9.39,1:26.00,2,9.40,1:26.12,5,9.29,1:26.29,8,9.41,1:26.65,7,9.37,1:26.52,4,9.33,1:26.26,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,2
2,9.30,1:35.50,5,9.34,1:35.77,1,9.41,1:35.41,3,9.50,1:35.62,4,9.39,1:35.68,8,9.25,1:35.90,7,9.37,1:35.89,6,9.60,1:35.86,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,2
1,9.02,1:44.52,6,9.26,1:45.03,2,9.23,1:44.64,4,9.29,1:44.91,3,9.05,1:44.73,5,9.12,1:45.02,7,9.26,1:45.15,8,9.45,1:45.31,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,2
1,9.04,1:53.56,4,9.12,1:54.15,2,9.00,1:53.64,7,9.50,1:54.41,3,9.03,1:53.76,6,9.32,1:54.34,5,9.05,1:54.20,8,9.21,1:54.52,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,2
1,8.94,2:02.50,4,8.87,2:03.02,2,8.95,2:02.59,8,10.08,2:04.49,3,8.94,2:02.70,6,8.84,2:03.18,5,8.90,2:03.10,7,9.35,2:03.87,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,2
1,,2:11.541,4,8.77,2:11.760,2,,2:11.560,8,11.04,2:15.517,3,8.96,2:11.643,6,8.95,2:12.115,5,8.89,2:11.982,7,10.08,2:13.927,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,2
