Hiroki YOKOYAMA POSITION,Hiroki YOKOYAMA LAP TIME,Hiroki YOKOYAMA ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME
1,6.93,6.93,2,7.09,7.09,3,7.26,7.26
1,9.04,15.97,2,9.09,16.18,3,9.03,16.29
1,8.62,24.59,3,8.63,24.81,2,8.48,24.77
1,8.81,33.40,2,8.95,33.76,3,9.03,33.80
1,9.12,42.516,3,9.29,43.045,2,9.09,42.886
