EARLE Marissa POSITION,EARLE Marissa LAP TIME,EARLE Marissa ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,Marie YOSHIDA POSITION,Marie YOSHIDA LAP TIME,Marie YOSHIDA ELAPSED TIME,Lisette BRILMAN POSITION,Lisette BRILMAN LAP TIME,Lisette BRILMAN ELAPSED TIME
1,7.589,7.589,4,8.093,8.093,2,7.754,7.754,3,8.058,8.058
1,10.209,17.798,2,10.053,18.146,4,12.023,19.777,3,10.379,18.437
1,9.822,27.620,2,9.653,27.798,4,16.866,36.643,3,9.889,28.325
1,10.128,37.747,2,10.052,37.851,4,11.976,48.620,3,10.192,38.517
1,10.336,48.083,2,10.405,48.256,4,11.059,59.679,3,10.550,49.067
